날짜,제목,글쓴이,조회,공감,비공감
2021.05.12 14:48,12만원대에 아 하고 입벌리고 있겄슴돠,koak****,162,4,3
2021.05.12 14:20,엠텍 먹구 들어왔네여 ,am00****,208,3,1
2021.05.12 14:20,공매도에 대해서 코멘트 하나..,2dgk****,1285,71,6
2021.05.12 21:11,공매도에 대해서 코멘트 하나..,pape****,65,1,0
2021.05.12 14:14,144000원 감사히 받았습니다.,phi2****,146,0,1
2021.05.12 14:08,오늘같은 하락장에 제자리 지키는 포케,zyeo****,308,7,1
2021.05.12 15:16,"우보 천리, 거북 만리~!",hian****,123,1,1
2021.05.12 14:04,오늘도 분할매수,king****,253,7,1
2021.05.12 14:00,공매도 업틱룰 제대로 하니...,hian****,308,5,1
2021.05.12 13:55,기다리다 지?어요 땡벌입니다.,mago****,285,5,2
2021.05.12 13:51,"""8만전자""도 깨졌네 ㅎ",hian****,179,2,1
2021.05.12 13:48,2020년 5월12일,woos****,150,1,1
2021.05.12 13:36,그렇게 야그했거늘,h165****,165,3,3
2021.05.12 13:22,낼은,kmj8****,331,2,5
2021.05.12 13:21,버텨볼까요,mywi****,137,0,2
2021.05.12 13:05,대만주식난리낫네요,nfor****,470,2,0
2021.05.12 13:02,전강 후약,dkel****,179,2,0
2021.05.12 12:52,ㅎㅎㅎ왜너만이래...,kl74****,204,1,0
2021.05.12 12:44,신한 이 병형신들,tupe****,241,1,0
2021.05.12 12:42,야 . 밑으로 허매수 받치는 물량 빼라,alsk****,283,4,0
2021.05.12 12:40,전문가로써 연말 배당금 분석해봤다,jh01****,377,0,3
2021.05.12 12:32,오빠말듣고 어제 포스코엠텍 전재산 투입한애들 축하한다,jh01****,295,0,0
2021.05.12 12:31,싸대기 때리기전에,tpdu****,167,2,0
2021.05.12 12:22,미안 포케야..,hk40****,210,3,0
2021.05.12 12:07,엠텍 익절하고 포케로 신규입성했음,rnrq****,213,5,3
2021.05.12 12:06,강판날아가고,c712****,283,1,1
2021.05.12 11:55,11조 짜리에서 뭐함??ㅋㅋㅋ,park****,177,1,0
2021.05.12 11:55,자 이제 준비하시고,h165****,203,2,2
2021.05.12 11:05,포스코엠택만 날라가네,tobe****,331,3,1
2021.05.12 11:03,포엠 리튬호수 기사로 난리인데 너는뭐냐,krey****,413,3,2
2021.05.12 10:56,기후악당 포스코,e305****,166,1,1
2021.05.12 10:34,동학개미 VS 공매도,hian****,522,13,2
2021.05.12 10:15,포케는 진정 멋져~!!! ㅎ,hian****,302,5,3
2021.05.12 10:14,현재 토론방 추이,netp****,328,11,2
2021.05.12 10:01,나에게 너란 영원한 잡주~~,sunn****,123,0,1
2021.05.12 09:56,"◆ 내릴땐 5,500원 오를땐 500원",dafu****,190,2,2
2021.05.12 09:56,공매도 공매도 낄낄,chl6****,139,0,1
2021.05.12 09:38,주식이 그렇게 쉬우면 개나 소나 전부 돈을 벌게..,2dgk****,627,31,2
2021.05.12 09:17,"양아치 그지들 난리부르스를 추는데,,,",koch****,233,14,2
2021.05.12 08:51,미안합니다 형님 누나들,h165****,581,3,21
2021.05.12 08:30,오늘은 13만 찍는날,dafu****,457,2,10
2021.05.12 08:25,오늘 코스피...,hian****,213,1,5
2021.05.12 08:20,공매도놈들 생각 많겠어. ㅎ,hian****,224,5,3
2021.05.11 23:36,"[국민청원] 은성수 금융위원장 사퇴 요청 (현재 약 179,000명 동의)",brun****,165,5,1
2021.05.11 23:16,느긋히,smj7****,260,5,2
2021.05.11 23:09,역주행 투자 -->삼성이 본사 사옥까지 팔아서 100조를 대기중인 이유 알아야,pd-n****,161,0,0
2021.05.11 22:45,도망,sjc1****,149,1,0
2021.05.11 22:42,[삭제된 게시물의 답글]경상도 토착왜구들 무덤인가요?,sjc1****,125,2,3
2021.05.11 22:03,[진인사 대깨문 입니다] 오늘 하루를 마감하면서...,hall****,193,3,6
2021.05.11 21:46,니네들 포케 본사 로드맵 ?냐??,unic****,272,1,5
2021.05.11 21:23,공매도...,ksj9****,276,15,1
2021.05.11 21:13,(장투주린tip)내가 관전자인 이유~!,hian****,476,5,11
2021.05.11 21:56,"""行間""을 알고 읽어라!",hian****,176,3,5
2021.05.11 22:00,[삭제된 게시물의 답글]뉴욕남부지검에서 너 오래!,hian****,148,1,2
2021.05.11 20:33,원자재값이 오르는 슈퍼사이클이라는데...,ddam****,217,0,0
2021.05.11 21:31,"[삭제된 게시물의 답글]어이, 날벌, 내 글 지우지마!",hian****,133,2,3
2021.05.11 19:26,[삭제된 게시물의 답글]70000아가리 쩌억,koak****,134,4,0
2021.05.11 18:30,민주당 적국 북한에 공항건설 개정안 발의...,hall****,341,12,10
2021.05.11 17:05,국민청원 경제민주화영역 기관도 공매도상환 일정을 정하라는 국민청원입니다,j090****,328,23,1
2021.05.11 16:50,굳건한 멘탈이 중요한 시기입니다.,dafu****,883,9,17
2021.05.11 16:12,오늘도 추매,king****,578,7,9
2021.05.11 16:04,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,sjsn****,1332,8,9
2021.05.11 15:50,목요일 옵션만기일...,hian****,821,4,8
2021.05.11 15:37,금일매동,syb5****,1117,28,1
2021.05.11 15:26,회사에서는 대응안하나요?,tupe****,845,4,6
2021.05.11 15:18,히융~~~~,kl74****,222,0,0
2021.05.11 15:15,호재좀 띄워보거라~~~,ohj8****,240,1,0
2021.05.11 15:04,인격수양에는 주식만한게 없는데....,jong****,298,15,0
2021.05.11 15:01,보지말고 살아야겠네....,hoja****,353,1,1
2021.05.11 14:59,[삭제된 게시물의 답글]차트만 15년간 연구했더니 답이보이네요,jyg4****,206,0,0
2021.05.11 14:53,포스코계열 싹다 오르는데 포케만ㅋㅋㅋㅋ,zyeo****,374,1,0
2021.05.11 14:48,허허,jong****,289,1,1
2021.05.11 14:35,"오늘 코스피, 공매도 잔칫날~! ㅎ",hian****,415,7,4
2021.05.11 14:16,가만놀지말고 공매청원이라도하세요,ange****,173,2,1
2021.05.11 13:51,배터리 순환매수 언제쯤 올까요??,atin****,521,1,4
2021.05.11 13:26,괜찮다,yong****,185,3,0
2021.05.11 13:08,예라이,hhh_****,150,1,0
2021.05.11 13:07,숏카버...,pape****,206,1,1
2021.05.11 12:59,이럴때 수주공시떠서,tupe****,250,9,0
2021.05.11 12:55,어디까지 내려가려나,khr3****,212,1,3
2021.05.11 12:33,회사 망했냐?,tpdu****,236,2,0
2021.05.11 12:23,신입,jins****,284,2,2
2021.05.11 12:18,일단,jhjg****,170,0,0
2021.05.11 12:08,공매도,puma****,237,2,0
2021.05.11 12:03,욕나오네,myjc****,184,3,2
2021.05.11 12:02,ㅋㅋ,smj7****,134,2,1
2021.05.11 12:02,좀만더  내려주셔,pape****,154,1,0
2021.05.11 11:49,햐아~~~~,c712****,137,1,1
2021.05.11 11:39,넘 뺌  ,jbpa****,156,1,0
2021.05.11 11:31,하락도 즐기고~조정도 즐기고~폭등도 즐겨라!!! 주식은 즐겁게!!!,emot****,169,1,0
2021.05.11 11:20,공매도 순기능이,tupe****,446,10,0
2021.05.11 11:17,ㅁㅊ ,hhh_****,158,0,0
2021.05.11 11:13,CS 3만주 매도,tupe****,434,3,0
2021.05.11 11:12,아 진짜 뭐냐 나간다,dmlw****,222,1,0
2021.05.11 11:06,오늘13만 ,h165****,188,2,1
2021.05.11 11:03,속았다,dkel****,183,1,0
2021.05.11 11:01,근데 어쩌다 이렇게 됨?,hk40****,166,0,0
2021.05.11 11:00,오를땐 꼴등 내릴땐 1등..ㅋㅋ,koco****,117,2,0
2021.05.11 10:48,힘도 없고 뭐 하나 내세울게 없네,love****,137,2,0
2021.05.11 10:33,공매 작살이네,stor****,291,1,0
2021.05.11 10:13,12만 대폭락장정의 시작,dafu****,225,2,8
2021.05.11 10:09,진짜대단하다,dlwl****,174,2,2
2021.05.11 09:57,금일은 전체적으로 하락장,netp****,218,4,1
2021.05.11 09:31,포케 장투러님들 추매하시나요?,zyeo****,784,1,2
2021.05.11 09:15,15만원 지지선 붕괴,dafu****,354,4,3
2021.05.11 09:18,[삭제된 게시물의 답글]공매도를 이길순없습니다..,jyg4****,117,1,0
2021.05.11 09:11,대차 잔고주수 언제 빠지냐?,kook****,119,0,0
2021.05.11 09:00,형님누나들 안녕하시렵니까,h165****,159,0,4
2021.05.11 08:44,◆ 자자 떡락한다,dafu****,288,3,3
2021.05.11 07:32,디졌다오늘 그냥 기술주테슬라6퍼 빠졌다,whdw****,434,4,6
2021.05.11 07:00,오늘 코스피...,hian****,753,4,8
2021.05.10 23:59,포케는 장투!!,rogs****,453,12,2
2021.05.10 22:54,거래량 실화?,urba****,304,2,6
2021.05.10 22:22,"[국민청원] 은성수 금융위원장 사퇴 요청 (현재 약 177,400명 동의)",allu****,156,3,1
2021.05.10 20:21,주식한지 3주됐나,seon****,740,5,12
2021.05.10 20:02,공매도 친넘들 찌라시 작업 많이한다,phi2****,228,6,2
2021.05.10 18:55,몇달 잘해야  횡보고 아니? 알지,h165****,590,4,13
2021.05.10 18:50,2분기 실적을 기대하며,woo1****,511,10,1
2021.05.10 17:49,날비야 끼룩이 어디갔어,yaho****,219,6,0
2021.05.10 17:25,하루에,c712****,276,11,2
2021.05.10 17:24,전에도 한번 언급했지만,hall****,409,4,16
2021.05.10 16:20,흐름 좋습니다.,jhjg****,757,4,11
2021.05.10 16:30,[삭제된 게시물의 답글]정신병자들 모여서 머하누 ?,kimz****,239,10,2
2021.05.10 16:09,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,liia****,718,3,3
2021.05.10 17:44,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,kes6****,136,1,0
2021.05.10 16:05,외인 기관 공매도 상환기간 설정 국민청원 동참  합시다~,mude****,254,3,1
2021.05.10 15:44,웬일로 15만원~?,hian****,359,9,3
2021.05.10 15:42,가두리양식,kook****,233,2,0
2021.05.10 15:37,금일매동,syb5****,861,28,1
2021.05.10 15:00,오늘무슨,tupe****,393,5,1
2021.05.10 14:59,포케!!!힘내!!,call****,522,7,2
2021.05.10 14:44,천하의 삼전도 4개월만에...,hian****,452,3,5
2021.05.10 14:25,지금노답,myjc****,311,3,4
2021.05.10 13:45,오후부터 시작한다,h165****,659,3,9
2021.05.10 13:25,대장들이 잠에서 깨어나는중 ㅎ,jhjg****,307,7,0
2021.05.10 13:11,조만간 상승합니다.,jhjg****,501,5,2
2021.05.10 13:05,포케야~힘내 ,7155****,268,13,0
2021.05.10 12:29,공매도 쫄망~!!!!,hian****,397,5,1
2021.05.10 11:42,공매세력들 대책회의중,phi2****,253,2,1
2021.05.10 11:26,물건 잡고 가만 기다려라 알아서 오른다,sam2****,378,3,3
2021.05.10 11:19,걍 천천히 한달에 1만원씩만 오르자,zyeo****,233,8,0
2021.05.10 11:18,물타기 타이밍,ireo****,345,1,1
2021.05.10 11:18,어? 오늘 시동걸리냐?,kook****,197,1,1
2021.05.10 11:16,아침 15만원에...,hian****,294,5,5
2021.05.10 10:50,주포형님,tupe****,219,2,0
2021.05.10 10:38,장투,mom2****,374,2,0
2021.05.10 10:32,혼수상태구먼...니미럴,myjc****,168,0,3
2021.05.10 10:22,안가는 놈은 뭘해도 안가네~,hyre****,365,1,5
2021.05.10 09:41,포케는,kt85****,451,6,2
2021.05.10 09:31,포케는 지금이 제일 비싸다ㅋㅋ,dlwl****,486,1,9
2021.05.10 09:15,500원 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,dafu****,317,1,9
2021.05.10 09:17,500원 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,q600****,143,6,1
2021.05.10 08:45,대피하라 12만 온다,dafu****,461,1,10
2021.05.10 09:12,대피하라 12만 온다,q600****,114,3,2
2021.05.10 06:59,포스코케미칼에 대해서..(수정),2dgk****,1629,71,1
2021.05.09 21:54,이젠 늦었다. 코 꿰인 것~!,hian****,1117,13,14
2021.05.09 17:18,"포스코, 소재 기업 전환 본격화···濠 광산기업과 리튬생산 합작사 설립 임박",ads2****,1278,33,3
2021.05.09 09:18,3번째 골짜기...,hian****,742,16,3
2021.05.09 01:00,포케 공매도 줄이는 방법!,dail****,611,7,1
2021.05.08 20:36,포스코케미칼과 코스모신소재 둘 중 어느것이 좋을까요?,hi79****,1436,2,2
2021.05.08 21:04,포스코케미칼과 코스모신소재 둘 중 어느것이 좋을까요?,unta****,730,7,2
2021.05.08 20:28,십년후 10배성장,sang****,492,8,0
2021.05.08 17:40,흐름을 봐야지..,jhjg****,963,13,4
2021.05.08 17:14,원자재값 상승,lew1****,972,14,1
2021.05.08 13:49,공매도 상환기간,sara****,660,23,1
2021.05.09 03:55,[삭제된 게시물의 답글]■■LG화학 못가는이유ㅡ배터리없는 껍데기 회사로 변환,woon****,147,1,0
2021.05.08 07:33,음극제,topz****,775,0,7
2021.05.08 03:00,[진인사 대깨문 입니다] 모두가 맞고 싶다는 AZ,hall****,530,7,18
2021.05.08 06:00,[진인사 대깨문 입니다] 모두가 맞고 싶다는 AZ,q600****,354,9,3
2021.05.07 22:18,공포의'D'기 온다..삼성이 본사 사옥까지 팔아서 모은 현금 100조를 미리 대기중인 이유,pd-n****,386,2,6
2021.05.07 22:51,공포의'D'기 온다..삼성이 본사 사옥까지 팔아서 모은 현금 100조를 미리 대기중인 이유,skyf****,175,5,1
2021.05.07 23:53,공포의'D'기 온다..삼성이 본사 사옥까지 팔아서 모은 현금 100조를 미리 대기중인 이유,jsc9****,165,6,1
2021.05.07 22:04,공매도 줄이는 방법,dail****,345,12,0
2021.05.07 20:23,궁금한점 문의드립니다. 혹시 자료있으신분 답변 부탁드려요....^^,gaol****,1107,2,3
2021.05.07 19:28,안타 까와서 안티도 못하겠다...,rhkd****,303,0,6
2021.05.07 20:49,니기미ㅋㅋㅋㅋㅋ,kwh9****,203,4,2
2021.05.07 18:11,Hmm 오늘 익절하고,niki****,675,5,4
2021.05.07 17:43,포스코 비중이 60프로입니다,tupe****,412,0,0
2021.05.07 16:24,공매도 평균가는 어떻게 확인합니까,skyf****,1097,5,0
2021.05.07 16:00,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,sjsn****,1282,9,2
2021.05.07 16:10,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,q600****,497,18,2
2021.05.07 15:47,상한가 못가는이유를 알아냈다,jh01****,507,3,0
2021.05.07 15:41,금일매동,syb5****,978,33,0
2021.05.07 15:29,이정도 개인매수세면 공매도 친거 회수해야것다 ㅠㅠ,phi2****,602,7,1
2021.05.07 14:58,딴거 날아가도 포케가..ㅠㅠ,hian****,718,12,2
2021.05.07 14:50,거래량 절반이 공매도네ㅋㅋㅋ,kook****,606,7,3
2021.05.07 14:47,hmm,kt85****,314,6,0
2021.05.07 14:43,거래량은 말라가는데..,nice****,643,13,0
2021.05.07 14:42,숏쳐야것네,phi2****,462,11,0
2021.05.07 14:28,돈없어 공매도 더 못치는데,phi2****,264,0,4
2021.05.07 14:14,15만 뚫겠나 낄낄,chl6****,260,1,7
2021.05.07 14:04,공매도 엄청 쳐놨는데 자사주 취득?,phi2****,832,2,7
2021.05.07 13:57,공매도는 쳤는디 2분기 실적좋아지는건 몰랐네~~~,phi2****,382,1,2
2021.05.07 13:48,이넘도,jbpa****,240,0,1
2021.05.07 13:28,포케 ,jbpa****,233,1,1
2021.05.07 13:25,공매도세력들이 포케 잘못들어와서 비상대책중,phi2****,292,5,0
2021.05.07 13:11,"공매도 수량이 7만주 금액은 148,000인데여",hagu****,867,12,1
2021.05.07 13:04,오빠는 사실 주식전문가는 아니다,jh01****,414,3,3
2021.05.07 14:11,[삭제된 게시물의 답글][삭제된 게시물의 답글]시가총액 11조 영업이익 1분기 300억 ㅡㅡ,lexa****,96,0,0
2021.05.07 12:20,공매도,kt85****,371,10,5
2021.05.07 12:10,외인들 신나가지고 코스피 코스닥 공매도 겁나치네,tupe****,288,8,0
2021.05.07 12:01,자칭 포케 강성주주들의 행태가...,sall****,667,13,11
2021.05.07 11:27,폭스바겐 sk이노 합작 공장,lew1****,641,2,1
2021.05.07 11:24,공매도 치고 우상향으로 진행하면,phi2****,216,2,1
2021.05.07 11:18,공매도 치고 고민되네,phi2****,195,3,2
2021.05.07 11:16,포켓몬들 천언 올려주니 좋아 죽네 ㅋ,koco****,176,1,1
2021.05.07 10:54,3200 다시 진입했다,ireo****,205,1,1
2021.05.07 10:47,smel....겁나 추잡스럽네ㅎㅎ,smil****,176,6,2
2021.05.07 10:33,[삭제된 게시물의 답글]포케는 공매도 먹잇감이라고 ?,kimz****,212,7,3
2021.05.07 10:20,다른 2차전지 종목은...,john****,390,2,2
2021.05.07 10:13,공매도 환영합니다,tupe****,162,1,1
2021.05.07 10:07,공매도세력들,lexa****,162,0,0
2021.05.07 09:31,포케의 미래가치성은 무궁무진함.,netp****,255,7,1
2021.05.07 09:29,여기 주주들 특징: '500원 올라도 호재',dafu****,309,2,8
2021.05.07 09:16,당분간 15만원대 앵카박나?,kook****,158,1,1
2021.05.07 08:49,포스코..인도네시아 그랜드패키지 참여...,2dgk****,822,53,1
2021.05.07 08:11,"LG·포스코·IBI, 인도네시아 배터리 공장설립 HoA 체결",iron****,408,6,0
2021.05.07 07:30,뉴스,1das****,218,0,0
2021.05.07 07:29,[삭제된 게시물의 답글]오늘은 너네 죽는날,q600****,186,8,0
2021.05.07 09:05,[삭제된 게시물의 답글]오늘은 너네 죽는날,juns****,79,0,0
2021.05.07 08:03,[삭제된 게시물의 답글]오늘은 너네 죽는날,sugh****,146,2,1
2021.05.07 04:00,뭐지 왜 불안하게 찬티 알바가..,ch42****,289,2,6
2021.05.06 23:40,포항산업과학연구원(RIST) 홍보영상 공유,wjsi****,345,14,0
2021.05.06 23:15,핫하네. 핫해,nice****,246,8,0
2021.05.06 22:55,돈만있음,bhuk****,186,3,0
2021.05.06 20:40,절대 안팔아.ㅋ ㅋ,eunn****,506,10,1
2021.05.06 17:55,공매도비중28.82퍼센트,lew1****,1246,25,4
2021.05.06 16:16,공매도에 순기능이 있긴 하네요.,hian****,1221,18,9
2021.05.06 16:06,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,sjsn****,1388,7,11
2021.05.06 18:33,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,q600****,185,1,1
2021.05.06 21:45,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,sugh****,86,0,0
2021.05.06 15:51,떡.락.케.미.칼.,dafu****,346,6,11
2021.05.06 15:43,차트가 맘에 든다..,wkdg****,360,6,2
2021.05.06 15:40,포케,lafl****,274,5,0
2021.05.06 15:36,금일매동,syb5****,1265,26,2
2021.05.06 15:33,오늘 변동없네.. 물타도 되는날?,kook****,391,2,0
2021.05.06 15:14,[진인사 대깨문 입니다] 명품 가방에도 재산세 도입해야,hall****,252,8,9
2021.05.06 15:27,[진인사 대깨문 입니다] 명품 가방에도 재산세 도입해야,q600****,170,11,5
2021.05.06 15:08,광양에 리튬공장 들어선다네요,boyo****,544,10,1
2021.05.06 14:58,포케야...,hian****,339,7,2
2021.05.06 14:54,46,woos****,225,1,0
2021.05.06 14:45,Lg 에너지솔루션 폴란드 배터리 2공장 건설추진,boyo****,396,9,2
2021.05.06 14:35,잼있는 현상이네,hnk1****,262,0,1
2021.05.06 14:33,공매 상환기한 지정 청원,kwak****,290,11,1
2021.05.06 14:33,재수없게 모간이 텨나오네,tupe****,207,5,1
2021.05.06 14:30,"광양시-포스코 리튬솔루션, 대규모 투자협약",wjsi****,499,14,1
2021.05.06 14:27,포스코만 회사냐?,with****,180,2,1
2021.05.06 14:25,포스코케미칼... 조정 중,wkdg****,208,3,5
2021.05.06 14:23,젖된 주식,lees****,228,2,2
2021.05.06 14:20,거래량 없?ㅋㅋㅋ,nfor****,141,1,0
2021.05.06 14:01,거래량이 너무 없다...ㅠㅠ 무상 증자 가즈아~,semo****,261,2,1
2021.05.06 13:47,조정^^,lht1****,308,3,7
2021.05.06 13:22,포켓몬들 안녕 ㅋ ㅋ,koco****,439,2,4
2021.05.06 13:15,뉴스,dkel****,262,1,0
2021.05.06 12:40,공매에쩐다,bais****,303,2,3
2021.05.06 12:18,버림받은 주식이냐,yaba****,278,4,3
2021.05.06 12:07,지긋이 우상향 합시다,thst****,238,3,2
2021.05.06 11:59,공매한테 한번 찍히면,stor****,288,3,3
2021.05.06 11:56,현재 주가 떨어지는 이유,dlwl****,591,2,0
2021.05.06 11:34,공매,namu****,292,1,2
2021.05.06 11:29,벌레의 시대는 끝났다 !,hian****,561,13,3
2021.05.06 11:08,포케는 팔면 호구되는 주식입니다.,acec****,913,39,2
2021.05.06 10:59,가지고 있음돈되는 주식,lgil****,329,10,1
2021.05.06 10:53,포케야힘내!,hhh_****,161,1,0
2021.05.06 10:51,거래량이  데져브럿네,h165****,354,0,7
2021.05.06 10:41,두퓨와 움직임이 일치하는구마이~~~~ㅇㅎㅎㅎㅎ,muel****,216,0,4
2021.05.06 10:15,느므느므느므~~~ 고평가야~~~ㅇㅎㅎㅎㅎ,muel****,209,3,5
2021.05.06 10:07,복리의 무서움,jh01****,629,7,7
2021.05.06 10:25,복리의 무서움,star****,165,1,0
2021.05.06 09:58,현재 670프로 이득인데도 안파는이유,jh01****,689,5,13
2021.05.06 09:51,이런~~ Skc랑  가격 같아지겠다 ,suki****,237,2,3
2021.05.06 09:46,[니켈] 톤당 1만7985달러...+0.69%,acec****,224,3,1
2021.05.06 09:45,단결투쟁,boyo****,189,1,1
2021.05.06 09:41,Tsmc 115 보합...,kokk****,148,0,0
2021.05.06 09:14,싸대기 때리기전에,tpdu****,177,2,0
2021.05.06 09:11,공매도를 아작내자 !!,psrm****,190,7,1
2021.05.06 09:05,유야호,rust****,185,2,1
2021.05.06 08:59,6월엔 20만 갑니다 ♥,dafu****,277,3,11
2021.05.06 09:20,6월엔 20만 갑니다 ♥,q600****,125,4,2
2021.05.06 08:59,ㅋㅋㅋㅋㅋ,h165****,241,1,5
2021.05.06 08:32,[진인사 대깨문 입니다] 대깨문님들을 위한 여권 대선 후보들의 최신공약,hall****,261,3,13
2021.05.06 08:56,[진인사 대깨문 입니다] 대깨문님들을 위한 여권 대선 후보들의 최신공약,q600****,111,2,1
2021.05.06 07:57,오랜시간 주식을 하다보면 ,artr****,617,12,5
2021.05.06 05:56,오늘부터 상한가 행진곡 들을수 있겠네,jh01****,386,5,9
2021.05.05 22:28,[삭제된 게시물의 답글]잘들 있엇는가,phi2****,181,0,0
2021.05.05 21:20,양극재대장  포켐,pola****,354,3,1
2021.05.05 21:10,잔치집에,kjt5****,320,11,2
2021.05.05 20:17,한달,mom2****,294,8,3
2021.05.05 19:19,"""美관세 폭탄 맞을라""…K배터리 소재사들도 현지 진출 러시",car7****,683,11,0
2021.05.05 17:45,내일,soah****,309,1,6
2021.05.05 16:55,형이 머라드냐,h165****,635,1,10
2021.05.05 18:04,형이 머라드냐,q600****,196,5,1
2021.05.05 16:50,내일 힘든장이 예상 되네요 방어 잘 합니다,epso****,342,2,3
2021.05.05 14:39,포케,qkrw****,447,0,0
2021.05.05 10:51,공매도 상환기간,sara****,751,41,0
2021.05.05 09:13, 내년 30만원 오겠죠??,atin****,614,10,2
2021.05.05 11:02, 내년 30만원 오겠죠??,q600****,309,1,3
2021.05.05 22:32, 내년 30만원 오겠죠??,phi2****,105,1,0
2021.05.05 09:00,공매도 기간 설정 불공평 청원,ydid****,509,17,0
2021.05.05 07:44,[진인사 대깨문 입니다] 대깨문들의 바램 머지않을 기본소득,hall****,582,5,30
2021.05.05 04:27,내가 장담하는데,jh01****,1528,13,10
2021.05.05 02:10,돈벌이가,toto****,453,1,0
2021.05.05 01:18,내가 장담하는데,core****,888,4,9
2021.05.04 23:29,유럽미국 개폭락인데....,kkka****,740,2,4
2021.05.04 23:15,나스닥 폭락,stor****,423,0,0
2021.05.04 22:28,16층에살고있는데..ㅠㅠㅠ,whit****,1101,1,16
2021.05.04 20:48,연기금 최근 한달 순매수...,silv****,1138,27,6
2021.05.04 20:40,강성톡방,lew1****,464,1,3
2021.05.04 20:10,양극재대장,pola****,390,3,0
2021.05.04 19:52,포스코케미칼 목표주가 ㅇㅇ만원! 포스코케미칼 주가전망,bloc****,520,1,1
2021.05.04 19:51,13만대 들어오면 추매좀  할라는데......,kkka****,741,2,5
2021.05.04 18:16,[개인일상경험]내가 제일 싫어하는 부류,acec****,1370,40,8
2021.05.04 17:54,오늘 41억 공매친 기관 및 개인들,boyo****,1086,18,2
2021.05.04 17:45,판단의 각자의 몫이다,jang****,673,30,1
2021.05.04 17:45,내일은 주린이의 날,acec****,564,16,0
2021.05.04 17:28,☆공매도대응 방법을 가르쳐드립니다☆,ange****,399,0,4
2021.05.04 17:11,제발 입닥치고들 있자~~~,phi2****,328,2,2
2021.05.04 23:45,[삭제된 게시물의 답글]제발 입닥치고들 있자~~~,phi2****,133,0,0
2021.05.04 16:38,포케 하나만 바라보고 몰빵한 부작용,sall****,1328,22,66
2021.05.04 17:19,[아이디본인등판]날벌레친구 쌀벌레왔니?,acec****,324,19,2
2021.05.04 18:50,하튼 적반하장의 끝판왕 인간들...,sall****,287,2,9
2021.05.04 21:34,포케 하나만 바라보고 몰빵한 부작용,ever****,145,1,0
2021.05.04 16:10,조삼모사의 적절한 예시,dafu****,925,5,26
2021.05.04 16:20,조삼모사의 적절한 예시,q600****,289,7,2
2021.05.04 16:36,조삼모사의 적절한 예시,q600****,293,8,1
2021.05.04 15:36,금일매동,syb5****,1458,30,1
2021.05.04 15:35,역시 포케는 믿어의심치 않음,zyeo****,404,2,4
2021.05.04 15:31,이런 분들 축하합니다.,hian****,861,21,3
2021.05.04 15:26,★ 이번 하락때 존나 열받는거,liia****,429,1,3
2021.05.04 15:15,이런주식은 모아가는겁니다..,hwal****,662,6,2
2021.05.04 15:02,15만원 돌파하는척 구경오세요 낄낄,chl6****,667,3,10
2021.05.04 15:08,15만원 돌파하는척 구경오세요 낄낄,q600****,270,3,0
2021.05.04 14:58,그래도 난 -13퍼 ㅠㅠ,1zhs****,514,5,1
2021.05.04 14:55,씨아이에스가 ‘얼티엄셀즈’에 500억 장비공급 공시 떳네요,rona****,458,9,0
2021.05.04 14:52,오랜만에 음극제 공사현장 방문,zini****,495,21,2
2021.05.04 14:48,깔끔하게 15마무리 하자,boyo****,250,7,0
2021.05.04 14:44,오늘은오르고,thsr****,475,0,5
2021.05.04 14:31,팔아서 미안합니다,njon****,817,9,2
2021.05.04 14:31,좋아! 포케랑 엘엔 주?따 ,boyo****,260,1,2
2021.05.04 14:29,다시 기운을,woos****,225,4,1
2021.05.04 14:25,대학원생 소주주라 몇 주 사지를 못할거 같아서 포강을 갔는데,khr3****,392,7,0
2021.05.04 14:21,도끼로 쳐 쥑일 시키들,q600****,360,8,2
2021.05.04 14:21,상가자,dmsw****,168,3,2
2021.05.04 14:19,공매도빌려주는연기금타도합시다,skyf****,186,5,0
2021.05.04 14:11,포케야,lafl****,261,9,2
2021.05.04 14:09,비트코인 황제주 카카오 한화투자 수천억 수익,ser8****,214,1,0
2021.05.04 14:06,다시 제자리 찾아가네,hk40****,184,4,2
2021.05.04 14:02,공매도 패턴 중 대표적인 종가 무렵 모습 두가지...,2dgk****,1181,50,4
2021.05.04 13:55,5영업일 연속하락 메꾸려면 vi 한번 쳐야지,kook****,326,5,1
2021.05.04 13:53,아니 이건 뭔데 이렇게 급등하는거야,hear****,178,1,1
2021.05.04 13:51,쌍바닥 구간 안 깨지고 상승여력 보여주면,dlwo****,196,4,0
2021.05.04 13:37,공매도 상환기간 청원,litt****,166,1,0
